animal_id,name,sex,genotype,dob,
426,Ollie-4,F,{BAX-KO},11/16/2021,1
427,Ollie-5,F,{BAX-KO},6/19/2022,1
428,Ollie-6,F,{BAX-KO},7/26/2022,1
429,Ollie-64,F,{BAX-KO},10/13/2020,1
430,Ollie-65,F,{BAX-KO},2/24/2021,1
431,Ollie-7,F,{BAX-KO},7/26/2022,1
432,Ollie-8,F,{BAX-KO},1/7/2023,1
433,Ollie-9,F,{BAX-KO},1/7/2023,1
434,Pam-1,F,{VGLUT3-KO},3/5/2020,1
435,Pam-2,F,{VGLUT3-KO},7/27/2019,1
436,Patsy-1,F,"{CHX10-CRE, RBFOX2-FLOX}",6/20/2022,1
437,Patsy-10,F,"{CHX10-CRE, BAX-KO, RBFOX2-FLOX}",8/31/2022,1
438,Patsy-11,F,"{BAX-KO, RBFOX2-FLOX}",9/26/2022,1
439,Patsy-12,F,"{CHX10-CRE, BAX-KO, RBFOX2-FLOX}",9/26/2022,1
440,Patsy-13,F,"{BAX-KO, RBFOX2-FLOX}",12/27/2022,1
441,Patsy-14,F,"{CHX10-CRE, BAX-KO, RBFOX2-FLOX}",3/29/2023,1
442,Patsy-15,F,"{CHX10-CRE, BAX-KO, RBFOX2-FLOX}",3/29/2023,1
443,Patsy-15,F,"{CHX10-CRE, BAX-KO, RBFOX2-FLOX}",7/20/2023,1
444,Peach-1,F,{SOX2-FLOX},3/13/2021,1
445,Peach-2,F,{SOX2-FLOX},3/13/2021,1
446,Peach-30,F,{SOX2-FLOX},6/27/2019,1
447,Peach-31,F,{SOX2-FLOX},6/27/2019,1
448,Pepper-1,F,"{SOX5-FLOX, GUSTDUCIN-GFP}",2/18/2020,1
449,Pepper-1,F,"{SOX5-FLOX, GUSTDUCIN-GFP}",9/3/2021,1
451,Pepper-1,F,"{VSX2-CRE, SOX5-FLOX, GUSTDUCIN-GFP}",3/25/2022,2
452,Pepper-2,F,"{SOX5-FLOX, GUSTDUCIN-GFP}",2/18/2020,1
453,Pepper-2,F,"{SOX5-FLOX, GUSTDUCIN-GFP}",10/29/2021,1
454,Pepper-3,F,"{SOX5-FLOX, GUSTDUCIN-GFP}",8/31/2020,1
455,Pepper-3,F,"{SOX5-FLOX, GUSTDUCIN-GFP}",10/31/2021,1
456,Pepper-4,F,"{SOX5-FLOX, GUSTDUCIN-GFP}",5/10/2019,1
457,Pepper-4,F,"{SOX5-FLOX, GUSTDUCIN-GFP}",9/24/2020,1
458,Pepper-5,F,"{SOX5-FLOX, GUSTDUCIN-GFP}",5/10/2019,1
459,Pepper-5,F,"{VSX2-CRE, SOX5-FLOX, GUSTDUCIN-GFP}",1/7/2021,1
460,Pepper-6,F,"{SOX5-FLOX, GUSTDUCIN-GFP}",8/30/2019,1
461,Pepper-6,F,"{VSX2-CRE, SOX5-FLOX, GUSTDUCIN-GFP}",2/13/2021,1
462,Pepper-7,F,"{SOX5-FLOX, GUSTDUCIN-GFP}",8/30/2019,1
463,Pepper-7,F,{SOX5-FLOX},2/14/2021,1
464,Pepper-8,F,"{SOX5-FLOX, GUSTDUCIN-GFP}",12/1/2019,1
465,Pepper-8,F,"{SOX5-FLOX, GUSTDUCIN-GFP}",6/26/2021,1
466,Pepper-9,F,"{SOX5-FLOX, GUSTDUCIN-GFP}",12/1/2019,1
467,Quinn-1,F,"{CDH1-GFP, NFIA-FLOX}",5/7/2023,1
468,Quinn-2,F,"{CDH1-GFP, NFIA-FLOX}",5/7/2023,1
469,Rita-1,F,{NRL-KO},4/30/2020,1
470,Rita-1,F,{NRL-KO},5/31/2021,1
471,Rita-2,F,{NRL-KO},8/23/2020,1
472,Rita-2,F,{NRL-KO},5/31/2021,1
473,Rita-3,F,{NRL-KO},11/19/2020,1
474,Rita-4,F,{NRL-KO},11/19/2020,1
475,Rita-6,F,{NRL-KO},9/9/2019,1
476,Rita-7,F,{NRL-KO},9/18/2019,1
477,Rita-8,F,{NRL-KO},2/22/2020,1
478,Rita-9,F,{NRL-KO},2/22/2020,1
479,Rose-1,F,{BAX-FLOX},6/2/2019,1
480,Rose-10,F,{BAX-FLOX},11/7/2019,1
481,Rose-11,F,{BAX-FLOX},11/7/2019,1
482,Rose-12,F,{BAX-FLOX},5/21/2020,1
483,Rose-13,F,{BAX-FLOX},5/21/2020,1
484,Rose-14,F,{BAX-FLOX},11/27/2020,1
485,Rose-2,F,{BAX-FLOX},6/2/2019,1
486,Rose-3,F,{BAX-FLOX},11/7/2019,1
487,Rose-4,F,{BAX-FLOX},11/7/2019,1
488,Rose-5,F,{BAX-FLOX},7/14/2020,1
489,Rose-6,F,{BAX-FLOX},10/5/2020,1
490,Rose-7,F,{BAX-FLOX},10/5/2020,1
491,Rose-8,F,{BAX-FLOX},6/3/2019,1
492,Rose-8,F,{BAX-FLOX},12/6/2020,1
493,Rose-80,F,{BAX-FLOX},11/14/2022,1
494,Rose-81,F,{BAX-FLOX},3/16/2021,1
495,Rose-81,F,{BAX-FLOX},11/14/2022,1
496,Rose-81,F,{BAX-FLOX},2/20/2023,1
497,Rose-82,F,{BAX-FLOX},4/8/2021,1
498,Rose-82,F,{BAX-FLOX},2/20/2023,1
499,Rose-83,F,{BAX-FLOX},7/10/2021,1
500,Rose-83,F,{BAX-FLOX},7/5/2023,1
501,Rose-84,F,{BAX-FLOX},10/7/2021,1
502,Rose-85,F,{BAX-FLOX},1/15/2022,1
503,Rose-86,F,{BAX-FLOX},3/5/2022,1
504,Rose-87,F,{BAX-FLOX},3/5/2022,1
505,Rose-87,F,{BAX-FLOX},5/25/2022,1
506,Rose-88,F,{BAX-FLOX},7/24/2022,1
507,Rose-9,F,{BAX-FLOX},6/3/2019,1
508,Sharron-1,F,{NFIA-FLOX},10/30/2019,1
509,Sharron-1,F,{NFIA-FLOX},3/26/2021,1
510,Sharron-1,F,{NFIA-FLOX},7/24/2023,1
511,Sharron-10,F,{NFIA-FLOX},10/26/2022,1
512,Sharron-11,F,{NFIA-FLOX},10/26/2022,1
513,Sharron-12,F,{NFIA-FLOX},2/14/2023,1
514,Sharron-2,F,{NFIA-FLOX},6/11/2020,1
515,Sharron-2,F,{NFIA-FLOX},3/26/2021,1
516,Sharron-2,F,{NFIA-FLOX},7/24/2023,1
517,Sharron-3,F,{NFIA-FLOX},5/19/2019,1
518,Sharron-3,F,{NFIA-FLOX},9/8/2020,1
519,Sharron-3,F,{NFIA-FLOX},6/19/2021,1
520,Sharron-3,F,{NFIA-FLOX},7/24/2023,1
521,Sharron-4,F,{NFIA-FLOX},12/26/2020,1
522,Sharron-4,F,{NFIA-FLOX},7/27/2021,1
523,Sharron-5,F,{NFIA-FLOX},10/12/2021,1
524,Sharron-6,F,{NFIA-FLOX},10/12/2021,1
525,Sharron-7,F,{NFIA-FLOX},1/28/2022,1
526,Sharron-8,F,{NFIA-FLOX},4/5/2022,1
527,Sharron-9,F,{NFIA-FLOX},4/5/2022,1
528,Thelma-1,F,{NFIA-FLOX},6/11/2020,1
529,Thelma-2,F,{NFIA-FLOX},6/11/2020,1
530,Thelma-2,F,"{GFAP-CRE, NFIA-FLOX}",8/26/2020,1
531,Thelma-6,F,"{GFAP-CRE, NFIA-FLOX}",9/23/2019,1
532,Thelma-7,F,{NFIA-FLOX},10/30/2019,1
533,Thelma-8,F,{NFIA-FLOX},10/30/2019,1
534,Veronica-1,F,{ZMIZ2-FLOX},1/4/2020,1
535,Veronica-1,F,"{RX-CRE, ZMIZ2-FLOX}",3/9/2021,1
536,Veronica-1,F,{ZMIZ2-FLOX},12/3/2022,1
537,Veronica-11,F,{ZMIZ2-FLOX},6/3/2021,1
538,Veronica-12,F,"{RX-CRE, ZMIZ2-FLOX, ROSA-RFP}",6/24/2021,1
539,Veronica-2,F,{ZMIZ2-FLOX},1/3/2020,1
540,Veronica-2,F,"{RX-CRE, ZMIZ2-FLOX}",3/9/2021,1
541,Veronica-2,F,{ZMIZ2-FLOX},12/3/2022,1
542,Veronica-3,F,{ZMIZ2-FLOX},6/12/2020,1
543,Veronica-3,F,"{RX-CRE, ZMIZ2-FLOX}",3/17/2021,1
544,Veronica-3,F,{ZMIZ2-FLOX},9/7/2021,1
545,Veronica-3,F,{ZMIZ2-FLOX},2/27/2023,1
546,Veronica-4,F,{ZMIZ2-FLOX},6/19/2019,1
547,Veronica-4,F,{ZMIZ2-FLOX},6/12/2020,1
548,Veronica-4,F,"{RX-CRE, ZMIZ2-FLOX, ROSA-RFP}",6/24/2021,1
549,Veronica-4,F,{ZMIZ2-FLOX},9/16/2021,1
550,Veronica-4,F,{ZMIZ2-FLOX},2/27/2023,1
551,Veronica-5,F,{ZMIZ2-FLOX},6/19/2019,1
552,Veronica-5,F,{ZMIZ2-FLOX},8/20/2020,1
553,Veronica-5,F,{ZMIZ2-FLOX},5/30/2023,1
554,Veronica-50,F,{ZMIZ2-FLOX},5/11/2020,1
555,Veronica-50,F,{ZMIZ2-FLOX},3/12/2021,1
556,Veronica-50,F,{ZMIZ2-FLOX},9/7/2021,1
557,Veronica-51,F,{ZMIZ2-FLOX},5/15/2020,1
558,Veronica-51,F,{ZMIZ2-FLOX},3/12/2021,1
559,Veronica-52,F,{ZMIZ2-FLOX},11/2/2019,1
560,Veronica-52,F,{ZMIZ2-FLOX},10/21/2020,1
561,Veronica-52,F,{ZMIZ2-FLOX},6/16/2021,1
562,Veronica-53,F,{ZMIZ2-FLOX},11/2/2019,1
563,Veronica-53,F,{ZMIZ2-FLOX},10/21/2020,1
564,Veronica-53,F,{ZMIZ2-FLOX},2/18/2022,1
565,Veronica-54,F,{ZMIZ2-FLOX},2/18/2022,1
566,Veronica-55,F,{ZMIZ2-FLOX},8/24/2022,1
567,Veronica-56,F,{ZMIZ2-FLOX},8/24/2022,1
568,Veronica-6,F,{ZMIZ2-FLOX},11/2/2019,1
569,Veronica-6,F,{ZMIZ2-FLOX},8/23/2020,1
570,Veronica-6,F,{ZMIZ2-FLOX},5/30/2023,1
571,Veronica-7,F,{ZMIZ2-FLOX},11/2/2019,1
572,Wanda-1,F,"{RBFOX1-FLOX, RBFOX2-FLOX}",1/28/2022,1
573,Wanda-2,F,"{RBFOX1-FLOX, RBFOX2-FLOX}",4/1/2022,1
574,Wanda-3,F,"{RBFOX1-FLOX, RBFOX2-FLOX}",6/10/2022,1
575,Wanda-4,F,"{RBFOX1-FLOX, RBFOX2-FLOX}",7/27/2022,1
576,Wanda-5,F,"{RBFOX1-FLOX, RBFOX2-FLOX}",10/16/2022,1
577,Wanda-6,F,"{RBFOX1-FLOX, RBFOX2-FLOX}",10/16/2022,1
578,Wanda-6,F,"{RBFOX1-FLOX, RBFOX2-FLOX}",4/28/2023,1
579,Wanda-7,F,"{RBFOX1-FLOX, RBFOX2-FLOX}",4/28/2023,1
580,Xena-1,F,{GUSTDUCIN-GFP},7/25/2019,1
581,Xena-1,F,{GUSTDUCIN-GFP},1/3/2021,1
582,Xena-1,F,{GUSTDUCIN-GFP},11/27/2022,1
583,Xena-10,F,{GUSTDUCIN-GFP},9/20/2022,1
584,Xena-2,F,{GUSTDUCIN-GFP},11/3/2019,1
585,Xena-2,F,{GUSTDUCIN-GFP},1/3/2021,1
586,Xena-2,F,{GUSTDUCIN-GFP},1/24/2023,1
587,Xena-3,F,{GUSTDUCIN-GFP},1/23/2020,1
588,Xena-3,F,{GUSTDUCIN-GFP},6/10/2021,1
589,Xena-3,F,{GUSTDUCIN-GFP},5/30/2023,1
590,Xena-4,F,{GUSTDUCIN-GFP},4/27/2020,1
591,Xena-4,F,{GUSTDUCIN-GFP},6/10/2021,1
592,Xena-4,F,{GUSTDUCIN-GFP},5/30/2023,1
593,Xena-5,F,{GUSTDUCIN-GFP},5/23/2019,1
594,Xena-5,F,{GUSTDUCIN-GFP},6/7/2020,1
595,Xena-5,F,{GUSTDUCIN-GFP},12/6/2021,1
596,Xena-6,F,{GUSTDUCIN-GFP},10/12/2020,1
597,Xena-6,F,{GUSTDUCIN-GFP},12/6/2021,1
598,Xena-7,F,{GUSTDUCIN-GFP},3/23/2022,1
599,Xena-8,F,{GUSTDUCIN-GFP},5/30/2022,1
600,Xena-9,F,{GUSTDUCIN-GFP},5/30/2022,1
601,Yoko-1,F,{ROSA-RFP},2/11/2021,1
602,Yoko-10,F,{ROSA-RFP},2/13/2021,1
603,Yoko-2,F,{ROSA-RFP},2/11/2021,1
604,Yoko-3,F,{ROSA-RFP},4/15/2021,1
605,Zelda-1,F,"{CDH1-GFP, BAX-KO}",7/31/2020,1
606,Zelda-1,F,"{CDH1-GFP, BAX-KO}",2/16/2021,1
607,Zelda-1,F,"{CDH1-GFP, BAX-KO}",6/23/2021,1
608,Zelda-10,F,"{CDH1-GFP, BAX-KO}",5/18/2020,1
609,Zelda-2,F,"{CDH1-GFP, BAX-KO}",7/31/2020,1
610,Zelda-2,F,"{CDH1-GFP, BAX-KO}",3/10/2021,1
611,Zelda-2,F,"{CDH1-GFP, BAX-KO}",6/23/2021,1
612,Zelda-3,F,"{CDH1-GFP, BAX-KO}",8/11/2020,1
613,Zelda-4,F,"{CDH1-GFP, BAX-KO}",10/8/2020,1
614,Zelda-5,F,"{CDH1-GFP, BAX-KO}",10/8/2020,1
615,Zelda-6,F,"{CDH1-GFP, BAX-KO}",10/31/2020,1
616,Adam-1,M,{GUSTDUCIN-GFP},7/25/2019,1
617,Adam-1,M,{GUSTDUCIN-GFP},1/3/2021,1
618,Adam-1,M,{GUSTDUCIN-GFP},11/27/2022,1
619,Adam-10,M,{GUSTDUCIN-GFP},9/20/2022,1
620,Adam-2,M,{GUSTDUCIN-GFP},11/3/2019,1
621,Adam-2,M,{GUSTDUCIN-GFP},1/3/2021,1
622,Adam-2,M,{GUSTDUCIN-GFP},1/24/2023,1
623,Adam-3,M,{GUSTDUCIN-GFP},1/23/2020,1
624,Adam-3,M,{GUSTDUCIN-GFP},6/10/2021,1
625,Adam-3,M,{GUSTDUCIN-GFP},5/30/2023,1
626,Adam-4,M,{GUSTDUCIN-GFP},4/27/2020,1
627,Adam-4,M,{GUSTDUCIN-GFP},6/10/2021,1
628,Adam-4,M,{GUSTDUCIN-GFP},5/30/2023,1
629,Adam-5,M,{GUSTDUCIN-GFP},5/23/2019,1
630,Adam-5,M,{GUSTDUCIN-GFP},6/7/2020,1
631,Adam-5,M,{GUSTDUCIN-GFP},12/6/2021,1
632,Adam-6,M,{GUSTDUCIN-GFP},10/12/2020,1
633,Adam-6,M,{GUSTDUCIN-GFP},12/6/2021,1
634,Adam-7,M,{GUSTDUCIN-GFP},3/23/2022,1
635,Adam-8,M,{GUSTDUCIN-GFP},6/16/2022,1
636,Adam-9,M,{GUSTDUCIN-GFP},6/16/2022,1
637,Alex-1,M,"{DIXDC1-KO, CDH1-GFP}",8/26/2019,1
638,Alex-1,M,"{DIXDC1-KO, CDH1-GFP}",8/23/2020,1
639,Alex-2,M,"{DIXDC1-KO, CDH1-GFP}",9/30/2019,1
640,Alex-3,M,"{DIXDC1-KO, CDH1-GFP}",12/23/2019,1
641,Alex-4,M,"{DIXDC1-KO, CDH1-GFP}",12/23/2019,1
642,Archie-50,M,{ZMIZ2-FLOX},6/19/2019,1
643,Archie-50,M,{ZMIZ2-FLOX},5/11/2020,1
644,Archie-51,M,{ZMIZ2-FLOX},6/19/2019,1
645,Archie-51,M,{ZMIZ2-FLOX},5/11/2020,1
646,Archie-52,M,{ZMIZ2-FLOX},11/2/2019,1
647,Archie-52,M,{ZMIZ2-FLOX},10/21/2020,1
648,Archie-53,M,{ZMIZ2-FLOX},11/2/2019,1
649,Archie-53,M,{ZMIZ2-FLOX},10/21/2020,1
650,Ashton-1,M,"{CHX10-CRE, ISL1-FLOX}",9/21/2021,1
651,Ashton-2,M,"{CHX10-CRE, ISL1-FLOX}",9/10/2021,1
652,Barack-3,M,"{RX-CRE, RBFOX2-FLOX}",4/9/2019,1
653,Bob-1,M,{B6/J},1/23/2020,1
654,Bob-1,M,{B6/J},1/22/2021,1
655,Bob-1,M,{B6/J},7/31/2021,1
656,Bob-1,M,{B6/J},1/20/2023,1
657,Bob-10,M,{B6/J},10/9/2019,1
658,Bob-2,M,{B6/J},2/24/2021,1
659,Bob-2,M,{B6/J},3/13/2023,1
660,Bob-3,M,{B6/J},9/9/2019,1
661,Bob-3,M,{B6/J},7/6/2021,1
662,Bob-3,M,{B6/J},6/2/2023,1
663,Bob-30,M,{B6/J},6/29/2019,1
664,Bob-31,M,{B6/J},6/29/2019,1
665,Bob-4,M,{B6/J},11/17/2019,1
666,Bob-4,M,{B6/J},12/6/2021,1
667,Bob-4,M,{B6/J},6/2/2023,1
668,Bob-5,M,{B6/J},7/13/2020,1
669,Bob-5,M,{B6/J},2/21/2022,1
670,Bob-6,M,{B6/J},4/12/2019,1
671,Bob-6,M,{B6/J},4/30/2020,1
672,Bob-6,M,{B6/J},2/21/2022,1
673,Bob-64,M,{B6/J},10/16/2020,1
674,Bob-7,M,{B6/J},12/28/2020,1
675,Bob-7,M,{B6/J},3/23/2022,1
676,Bob-70,M,{B6/J},11/27/2020,1
677,Bob-71,M,{B6/J},10/16/2020,1
678,Bob-77,M,{B6/J},2/24/2021,1
679,Bob-8,M,{B6/J},7/14/2022,1
680,Bob-9,M,{B6/J},8/8/2022,1
681,Cameron-1,M,{CDH1-GFP},11/1/2019,1
682,Cameron-10,M,{CDH1-GFP},5/17/2020,1
683,Cameron-2,M,{CDH1-GFP},11/1/2019,1
684,Cameron-3,M,{CDH1-GFP},2/23/2019,1
685,Cameron-3,M,{CDH1-GFP},5/17/2020,1
686,Cameron-4,M,{CDH1-GFP},5/17/2020,1
687,Cameron-5,M,{CDH1-GFP},11/7/2020,1
688,Cameron-6,M,{CDH1-GFP},11/7/2020,1
689,Clark-1,M,{VSX2-CRE},11/30/2020,1
690,Clark-11,M,{VSX2-CRE},5/15/2020,1
691,Clark-12,M,{VSX2-CRE},5/13/2019,1
692,Clark-12,M,{VSX2-CRE},5/15/2020,1
693,Clark-13,M,{VSX2-CRE},11/30/2020,1
694,Clark-14,M,{VSX2-CRE},12/10/2020,1
695,Clark-15,M,{VSX2-CRE},6/8/2021,1
696,Clark-16,M,{VSX2-CRE},6/8/2021,1
697,Clark-17,M,{VSX2-CRE},6/3/2019,1
698,Clark-17,M,{VSX2-CRE},12/15/2021,1
699,Clark-18,M,{VSX2-CRE},11/6/2019,1
700,Clark-18,M,{VSX2-CRE},1/28/2022,1
701,Clark-19,M,{VSX2-CRE},12/31/2019,1
702,Clark-19,M,{VSX2-CRE},7/6/2022,1
703,Clark-2,M,{VSX2-CRE},11/30/2020,1
704,Clark-20,M,{VSX2-CRE},7/6/2022,1
705,Clark-21,M,{VSX2-CRE},1/27/2023,1
706,Clark-22,M,{VSX2-CRE},1/27/2023,1
707,Clark-23,M,{VSX2-CRE},7/4/2023,1
708,Clark-3,M,"{VSX2-CRE, SOX5-FLOX}",2/11/2021,1
709,Clark-31,M,{VSX2-CRE},7/4/2020,1
710,Clark-32,M,"{VSX2-CRE, ISL1-FLOX}",11/10/2020,1
711,Clark-33,M,"{VSX2-CRE, ISL1-FLOX}",12/23/2020,1
712,Clark-34,M,"{VSX2-CRE, ISL1-FLOX}",12/23/2020,1
713,Clyde-1,M,"{CHX10-CRE, RBFOX2-FLOX}",5/20/2022,1
714,Clyde-10,M,"{CHX10-CRE, BAX-FLOX, RBFOX2-FLOX}",8/7/2022,1
715,Clyde-11,M,"{BAX-FLOX, RBFOX2-FLOX}",8/7/2022,1
716,Clyde-12,M,"{BAX-FLOX, RBFOX2-FLOX}",9/17/2022,1
717,Clyde-13,M,"{CHX10-CRE, BAX-FLOX, RBFOX2-FLOX}",9/17/2022,1
718,Clyde-14,M,"{CHX10-CRE, BAX-FLOX, RBFOX2-FLOX}",12/12/2022,1
719,Clyde-15,M,"{CHX10-CRE, BAX-FLOX, RBFOX2-FLOX}",3/15/2023,1
720,Clyde-16,M,"{CHX10-CRE, BAX-FLOX, RBFOX2-FLOX}",4/6/2023,1
721,Clyde-17,M,"{CHX10-CRE, BAX-FLOX, RBFOX2-FLOX}",4/6/2023,1
722,Cosmo-1,M,"{RBFOX1-FLOX, RBFOX2-FLOX}",2/20/2022,1
723,Cosmo-2,M,"{RBFOX1-FLOX, RBFOX2-FLOX}",4/1/2022,1
724,Cosmo-3,M,"{RBFOX1-FLOX, RBFOX2-FLOX}",6/10/2022,1
725,Cosmo-4,M,"{RBFOX1-FLOX, RBFOX2-FLOX}",7/27/2022,1
726,Cosmo-5,M,"{RBFOX1-FLOX, RBFOX2-FLOX}",10/16/2022,1
727,Cosmo-6,M,"{RBFOX1-FLOX, RBFOX2-FLOX}",10/16/2022,1
728,Cosmo-6,M,"{RBFOX1-FLOX, RBFOX2-FLOX}",4/28/2023,1
729,Cosmo-7,M,"{RBFOX1-FLOX, RBFOX2-FLOX}",4/28/2023,1
730,Daisy-3,M,{CDH1-GFP},2/23/2019,1
731,Darcy-1,M,"{RX-CRE, SOX5-FLOX}",8/17/2023,1
732,Darcy-2,M,"{RX-CRE, SOX5-FLOX}",8/17/2023,1
733,Darcy-3,M,{SOX5-FLOX},9/8/2023,1
734,Dean-1,M,"{BAX-KO, RBFOX2-FLOX}",6/19/2022,1
735,Dean-10,M,"{CHX10-CRE, BAX-KO, RBFOX2-FLOX}",8/31/2022,1
736,Dean-11,M,"{CHX10-CRE, BAX-KO, RBFOX2-FLOX}",9/26/2022,1
737,Dean-12,M,"{CHX10-CRE, BAX-KO, RBFOX2-FLOX}",9/26/2022,1
738,Dean-13,M,"{CHX10-CRE, BAX-KO, RBFOX2-FLOX}",12/9/2022,1
739,Dean-14,M,"{CHX10-CRE, BAX-KO, RBFOX2-FLOX}",4/21/2023,1
740,Dean-15,M,"{CHX10-CRE, BAX-KO, RBFOX2-FLOX}",4/21/2023,1
741,Dean-15,M,"{CHX10-CRE, BAX-KO, RBFOX2-FLOX}",5/31/2023,1
742,Diego-1,M,{CX3CR1-GFP},7/5/2019,1
743,Diego-4,M,{CX3CR1-GFP},4/17/2019,1
744,Don-1,M,{ISL1-FLOX},11/3/2019,1
745,Don-1,M,{ISL1-FLOX},12/4/2020,1
746,Don-1,M,{ISL1-FLOX},11/22/2022,1
747,Don-2,M,{ISL1-FLOX},12/24/2019,1
748,Don-2,M,{ISL1-FLOX},1/23/2021,1
749,Don-2,M,{ISL1-FLOX},11/22/2022,1
750,Don-3,M,{ISL1-FLOX},5/17/2019,1
751,Don-3,M,{ISL1-FLOX},6/24/2020,1
752,Don-3,M,{ISL1-FLOX},7/10/2021,1
753,Don-4,M,{ISL1-FLOX},6/21/2019,1
754,Don-4,M,{ISL1-FLOX},7/17/2020,1
755,Don-4,M,{ISL1-FLOX},7/10/2021,1
756,Don-5,M,{ISL1-FLOX},1/3/2022,1
757,Don-51,M,{ISL1-FLOX},6/18/2021,1
758,Don-52,M,{ISL1-FLOX},6/18/2021,1
759,Don-6,M,{ISL1-FLOX},1/3/2022,1
760,Don-7,M,{ISL1-FLOX},7/21/2022,1
761,Don-8,M,{ISL1-FLOX},7/21/2022,1
762,Duke-1,M,{CDH1-GFP},6/12/2021,1
763,Duke-1,M,{CDH1-GFP},4/10/2023,1
764,Duke-2,M,{CDH1-GFP},6/12/2021,1
765,Duke-2,M,{CDH1-GFP},4/10/2023,1
766,Duke-3,M,{CDH1-GFP},10/22/2021,1
767,Duke-4,M,{CDH1-GFP},10/22/2021,1
768,Duke-5,M,{CDH1-GFP},5/5/2022,1
769,Duke-6,M,{CDH1-GFP},5/29/2022,1
770,Duke-7,M,{CDH1-GFP},11/5/2022,1
771,Duke-8,M,{CDH1-GFP},11/5/2022,1
772,Elton-1,M,{CD1},10/16/2019,1
773,Elton-1,M,{CD1},4/10/2020,1
774,Elton-1,M,{CD1},1/25/2021,1
775,Elton-1,M,{CD1},12/31/2021,1
776,Elton-2,M,{CD1},5/10/2021,1
777,Elton-4,M,{CD1},10/16/2019,1
778,Elton-5,M,{CD1},6/26/2019,1
779,Elton-6,M,{CD1},6/30/2019,1
780,Elton-7,M,{CD1},10/7/2019,1
781,Elton-8,M,{CD1},10/7/2019,1
782,Elton-9,M,{CD1},10/25/2019,1
783,Frank-1,M,{RX-CRE},6/2/2019,1
784,Frank-1,M,{RX-CRE},7/14/2021,1
785,Frank-10,M,{RX-CRE},10/21/2019,1
786,Frank-10,M,{RX-CRE},2/20/2023,1
787,Frank-11,M,{RX-CRE},10/21/2019,1
788,Frank-11,M,{RX-CRE},5/17/2023,1
789,Frank-12,M,{RX-CRE},5/29/2023,1
790,Frank-2,M,{RX-CRE},7/14/2021,1
791,Frank-20,M,{RX-CRE},1/30/2020,1
792,Frank-20,M,{RX-CRE},5/17/2023,1
793,Frank-21,M,{RX-CRE},1/30/2020,1
794,Frank-21,M,"{RX-CRE, ISL1-FLOX}",4/24/2020,1
795,Frank-21,M,{RX-CRE},5/17/2023,1
796,Frank-22,M,"{RX-CRE, ISL1-FLOX}",4/24/2020,1
797,Frank-23,M,"{RX-CRE, ISL1-FLOX}",8/13/2020,1
798,Frank-3,M,{RX-CRE},7/29/2019,1
799,Frank-3,M,{RX-CRE},8/12/2021,1
800,Frank-3,M,{RX-CRE},1/2/2022,1
801,Frank-4,M,{RX-CRE},12/16/2019,1
802,Frank-4,M,{RX-CRE},8/12/2021,1
803,Frank-4,M,{RX-CRE},1/2/2022,1
804,Frank-5,M,{RX-CRE},12/16/2019,1
805,Frank-5,M,{RX-CRE},4/27/2022,1
806,Frank-6,M,{RX-CRE},6/10/2020,1
807,Frank-6,M,{RX-CRE},7/13/2022,1
808,Frank-7,M,{RX-CRE},7/23/2020,1
809,Frank-7,M,{RX-CRE},7/13/2022,1
810,Frank-8,M,{RX-CRE},1/14/2021,1
811,Frank-8,M,{RX-CRE},11/27/2022,1
812,Frank-9,M,{RX-CRE},1/14/2021,1
813,Frank-9,M,{RX-CRE},11/27/2022,1
814,George-1,M,"{RBFOX1-FLOX, RBFOX2-FLOX}",8/13/2019,1
815,George-1,M,"{RX-CRE, RBFOX1-FLOX, RBFOX2-FLOX}",2/16/2021,1
816,George-1,M,"{CHX10-CRE, RBFOX1-FLOX, RBFOX2-FLOX}",10/18/2021,1
817,George-10,M,"{CHX10-CRE, RBFOX1-FLOX, RBFOX2-FLOX}",2/20/2022,1
818,George-11,M,"{CHX10-CRE, RBFOX1-FLOX, RBFOX2-FLOX}",4/3/2022,1
819,George-12,M,"{RX-CRE, RBFOX1-FLOX, RBFOX2-FLOX}",3/20/2020,1
820,George-12,M,"{RBFOX1-FLOX, RBFOX2-FLOX}",6/10/2022,1
821,George-13,M,"{RX-CRE, RBFOX1-FLOX, RBFOX2-FLOX}",8/26/2020,1
822,George-13,M,"{RBFOX1-FLOX, RBFOX2-FLOX}",7/27/2022,1
823,George-14,M,"{RX-CRE, RBFOX1-FLOX, RBFOX2-FLOX}",7/6/2020,1
824,George-14,M,"{CHX10-CRE, RBFOX1-FLOX, RBFOX2-FLOX}",8/7/2022,1
825,George-15,M,"{CHX10-CRE, RBFOX1-FLOX, RBFOX2-FLOX}",9/14/2022,1
826,George-16,M,"{CHX10-CRE, RBFOX1-FLOX, RBFOX2-FLOX}",10/8/2022,1
827,George-16,M,"{CHX10-CRE, RBFOX2-FLOX}",2/21/2023,1
828,George-17,M,"{CHX10-CRE, RBFOX2-FLOX}",11/15/2022,1
829,George-18,M,"{CHX10-CRE, RBFOX2-FLOX}",2/21/2023,1
830,George-19,M,"{CHX10-CRE, RBFOX2-FLOX}",4/26/2023,1
831,George-2,M,"{RX-CRE, RBFOX1-FLOX, RBFOX2-FLOX}",3/13/2021,1
832,George-2,M,"{CHX10-CRE, RBFOX1-FLOX, RBFOX2-FLOX}",10/18/2021,1
